"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"291",0.00250411476550142,0.00289433876978136,0.0022393124689014,0.000836300434854896,-2.17304489695684e-05,-0.00108057085822956,-0.00133425841136604,-0.00228042565530729,-0.00284259164210954,-0.00330760248464299,-0.00416677112071226,-0.00465074085066779,-0.0050814434455749,NA,NA
"292",0.00249496292120511,0.00289031007162834,0.00222663416841414,0.000820683952609173,-4.5420633113464e-05,-0.0011087113020872,-0.00136297135013911,-0.00232062794508833,-0.00288348154960495,-0.00334723549549771,-0.00422424601537723,-0.00469950105571526,-0.00514396044380087,NA,NA
"293",0.00248590263134278,0.00288618421387664,0.00221402132573414,0.000805198226001164,-6.90393100099263e-05,-0.00113675125058352,-0.001391691005165,-0.00236084308776009,-0.00292439668676327,-0.0033868699259794,-0.00428185545722796,-0.00474813915745001,-0.00520651065801395,NA,NA
"294",0.00247693213286299,0.00288195988985699,0.00220147321712232,0.000789842801552208,-9.25862659665003e-05,-0.0011646894058557,-0.00142041757099966,-0.00240106900054998,-0.00296533869559905,-0.00342650900974141,-0.00433959979790715,-0.00479665323325539,-0.00526909068517899,NA,NA
"295",0.00246804916791293,0.00287763697424002,0.00218898924259144,0.000774616711431811,-0.000116060817052882,-0.0011925255087185,-0.00144915190761535,-0.00244130301229336,-0.0030063082707179,-0.00346615351231334,-0.00439747849864977,-0.00484504236252523,-0.00533169554986721,NA,NA
"296",0.00245925140156382,0.00287321408142154,0.00217656859985231,0.000759519364514075,-0.00013946259614314,-0.00122025858176479,-0.0014778942077415,-0.0024815413217117,-0.00304730687716571,-0.00350580532326095,-0.00445549069727624,-0.00489330446591103,-0.00539432178433617,NA,NA
"297",0.00245053709374629,0.00286869102344058,0.00216421080063704,0.000744550022579598,-0.000162791457268558,-0.00124788760699133,-0.00150664544199245,-0.00252178208149976,-0.00308833419952177,-0.00354546614403288,-0.00451363600450946,-0.00494143689761252,-0.00545696460801793,NA,NA
"298",0.00244190357475745,0.002864066701475,0.00215191503681668,0.000729707923105575,-0.00018604686871038,-0.00127541175578497,-0.00153540642586977,-0.00256202096622215,-0.00312939312984577,-0.00358513718463914,-0.00457191368286625,-0.00498943828396139,-0.00551962016844624,NA,NA
"299",0.0024333490408204,0.00285934059145223,0.00213968090419076,0.000714992275514209,-0.000209227966597857,-0.00130283028343468,-0.00156417742534745,-0.00260225588274393,-0.00317048319501107,-0.00362482025993584,-0.00463032360797122,-0.00503730684477655,-0.00558228344698939,NA,NA
"300",0.00242487135924431,0.00285451213477159,0.00212750744770178,0.000700402376659682,-0.000232334793487477,-0.0013301423963254,-0.0015929591517393,-0.00264248341481354,-0.00321160557741083,-0.00366451799669107,-0.00468886449287961,-0.00508504029868134,-0.00564495068598798,NA,NA
"301",0.0024164686103482,0.00284958087902385,0.00211539422306643,0.000685937421441518,-0.000255366790515712,-0.00135734749587178,-0.00162175199253438,-0.00268270025367104,-0.00325276161959995,-0.00370423046029204,-0.00474753698170977,-0.00513263696261515,-0.00570761722103281,NA,NA
"302",0.00240813831939894,0.00284454573670644,0.00210334062802606,0.000671596557488487,-0.000278323461181721,-0.00138444429877175,-0.00165055696610064,-0.00272290252726376,-0.00329395191857162,-0.0037439605171582,-0.00480633918262043,-0.00518009532304044,-0.00577027879712338,NA,NA
"303",0.00239987884671414,0.00283940655261078,0.00209134583956621,0.000657379043279433,-0.000301204146331765,-0.0014114322987821,-0.00167937393788193,-0.00276308817326407,-0.00333517701416212,-0.00378370877952361,-0.00486527089547477,-0.00522741306917121,-0.00583293149946591,NA,NA
"304",0.00239168761283573,0.00283416273926011,0.00207940942409591,0.000643284090859649,-0.000324008598835897,-0.00143831049522984,-0.00170820412180576,-0.00280325247363273,-0.00337643849534258,-0.00382347782429992,-0.00492433108022587,-0.00527458798529772,-0.00589556938627275,NA,NA
"305",0.00238356317561023,0.00282881373885563,0.00206753075747772,0.000629310861054862,-0.000346736737969862,-0.00146507814521618,-0.00173704740046994,-0.00284339269953031,-0.00341773591564056,-0.0038632692350328,-0.00498352003196082,-0.00532161880771787,-0.00595818882646437,NA,NA
"306",0.00237550323393244,0.00282335905165579,0.00205570896890026,0.000615458531468211,-0.000369387183196379,-0.00149173451733266,-0.00176590444044985,-0.00288350488978572,-0.00345907146011666,-0.00390308390124749,-0.00504283627832135,-0.0053685029892,-0.00602078497475745,NA,NA
"307",0.00236750564228177,0.00281779839543071,0.00204394364353573,0.000601726020927284,-0.000391960238600372,-0.00151827871147181,-0.00179477596325717,-0.00292358549642403,-0.00350044498801956,-0.00394292431201307,-0.00510227877764718,-0.00541523884284305,-0.00608335366210879,NA,NA
"308",0.00235956859273386,0.00281213126656244,0.00203223410655927,0.0005881126862267,-0.0004144551632823,-0.00154471023094194,-0.00182366178209908,-0.00296363105015438,-0.00354185713511947,-0.00398279173858755,-0.00516184714510496,-0.00546182398593764,-0.00614588979718696,NA,NA
"309",0.00235169009585133,0.00280635716019,0.00202057967275259,0.0005746177827303,-0.000436871391119105,-0.00157102814704013,-0.00185256276243427,-0.0030036376175521,-0.00358330919042501,-0.00402268785298729,-0.00522154065665101,NA,-0.00620838855933943,NA,NA
"310",0.00234386785476995,0.00280047581277514,0.00200897980851823,0.000561240332281046,-0.000459208616951105,-0.00159723122465884,-0.0018814792083536,-0.0030436013174176,-0.00362480105542818,-0.00406261510434501,-0.00528135815598002,NA,-0.00627084559760453,NA,NA
"311",0.00233610051467627,0.00279448701761349,0.00199743397250268,0.000547979287893514,-0.000481466233993186,-0.00162331944777425,-0.00191041187086069,-0.00308351851053723,-0.00366633386010668,-0.00410257400390966,-0.00534129899802419,NA,-0.00633325595204521,NA,NA
"312",0.00232838555260799,0.00278839038730831,0.00198594135461258,0.000534833768426028,-0.000503643851391608,-0.00164929128418577,-0.00193935997206697,-0.00312338492958813,-0.00370790826077774,-0.00414256703980998,-0.0054013625958439,NA,-0.00639561500889916,NA,NA
"313",0.00232072119718141,0.00278218551732083,0.00197450147980182,0.000521803245470801,-0.000525741326076999,-0.00167514676812961,-0.00196832500503989,-0.00316319710744133,-0.00374952421224523,-0.00418259582967573,-0.00546154778550266,NA,-0.00645791747917971,NA,NA
"314",0.00231310590852933,0.00277587224713283,0.00196311371097759,0.000508886339553867,-0.000547757485147672,-0.00170088441673801,-0.00199730657930588,-0.00320295047824793,-0.00379118312666523,-0.00422266211689049,-0.0055218534991965,NA,-0.00652015955219003,NA,NA
"315",0.00230553717947475,0.00276945034304967,0.00195177743048074,0.000496082448332557,-0.000569692137934866,-0.00172650389635367,-0.00202630544098252,-0.00324264145696555,-0.00383288456270304,-0.00426276725230584,-0.00558227885123106,NA,-0.00658233484533296,NA,NA
"316",0.00229801336024477,0.00276291955835291,0.00194049211659676,0.00048339049359685,-0.000591544945496284,-0.00175200449053101,-0.00205532157895383,-0.0032822650380871,-0.00387462924895067,-0.00430291384119995,-0.00564282282454438,NA,-0.00664443978932235,NA,NA
"317",0.00229053257972211,0.00275627977740027,0.00192925707872237,0.000470809616194221,-0.00061331535866469,-0.00177738511493586,-0.00208435483346481,-0.00332181773797335,-0.00391641799850572,-0.00434310255889099,-0.0057034842231168,NA,NA,NA,NA
"318",0.00228309322624036,0.00274953090097575,0.00191807179537026,0.000458338819777548,-0.00063500309321703,-0.0018026453190987,-0.00211340626667781,-0.00336129504347182,-0.00395825060578117,-0.00438333564218693,-0.00576426320596762,NA,NA,NA,NA
"319",0.00227569304916297,0.00274267267427153,0.0019069355482382,0.000445977091025931,-0.000656607325203809,-0.0018277842531798,-0.0021424759495117,-0.00340069276309646,-0.00400012761115303,-0.00442361440475069,-0.00582515679730684,NA,NA,NA,NA
"320",0.002268330431425,0.00273570505452182,0.00189584795106202,0.000433723648789077,-0.000678127744742167,-0.00185280141525372,-0.00217156349696519,-0.00344000551764213,-0.00404204955935199,-0.0044639411571246,-0.00588616612322261,NA,NA,NA,NA
"321",0.00226100351085315,0.00272862793508424,0.00188480825346409,0.000421577475928426,-0.000699564043649778,-0.00187769615299886,-0.00220066914491109,-0.00347923065187683,-0.00408401612857676,-0.00450431746140127,-0.00594728838413832,NA,NA,NA,NA
"322",0.00225371027322687,0.00272144123380244,0.00187381589357974,0.000409537412585119,-0.000720915258565335,-0.00190246750412715,-0.00222979373735755,-0.0035183626145076,-0.00412602820215835,-0.00454474559145574,-0.00600852323700559,NA,NA,NA,NA
"323",0.00224644926774644,0.00271414510762213,0.00186287033004637,0.000397602710724324,-0.00074218165905951,-0.00192711458409274,-0.0022589368990904,-0.00355739638818697,-0.00416808580812132,-0.00458522604396895,-0.00606986875152104,NA,NA,NA,NA
"324",0.00223921860742087,0.0027067392049441,0.00185197093841632,0.000385772412927096,-0.000763362072359205,-0.00195163726396093,-0.00228809873498903,-0.00359632796258147,-0.00421018884908413,-0.00462576162655522,-0.0061313251774613,NA,NA,NA,NA
"325",0.00223201632345225,0.00269922380683064,0.00184111719941199,0.000374045136548559,-0.000784456364461069,-0.00197603464852511,-0.00231727950338498,-0.00363515302079908,-0.00425233702597767,-0.0046663537318359,-0.0061928903850304,NA,NA,NA,NA
"326",0.00222484093238167,0.0026915989581063,0.0018303086514497,0.000362420278098583,-0.000805464076734939,-0.00200030606343164,-0.00234647894054894,-0.00367386632773945,-0.00429453156180639,-0.00470700412407543,NA,NA,NA,NA,NA
"327",0.00221769050601767,0.00268386454342648,0.00181954437788686,0.000350896625367603,-0.000826384736861571,-0.00202445090025296,-0.00237569760262358,-0.00371246290274047,-0.00433677171449638,-0.00474771449880111,NA,NA,NA,NA,NA
"328",0.00221056356071887,0.00267602088581449,0.00180882403198776,0.00033947354618202,-0.000847217901476847,-0.00204846825522902,-0.00240493499468762,-0.0037509385095373,-0.00437905729027847,-0.00478848695893828,NA,NA,NA,NA,NA
"329",0.00220345811259434,0.00266806801825484,0.00179814707800812,0.000328149386728748,-0.000867962995141828,-0.00207235774474293,-0.00243419142105932,-0.00378928754434096,-0.00442138856977882,-0.00482932305432152,NA,NA,NA,NA,NA
"330",0.00219637244460909,0.00266000588004385,0.00178751297719105,0.000316923665259019,-0.00088861966077514,-0.00209611895573472,-0.00246346708348893,-0.00382750608697138,-0.00446376539635447,-0.00487022420152065,NA,NA,NA,NA,NA
"331",0.00218930527619589,0.00265183484186516,0.00177692106115654,0.000305795108389356,-0.000909187439012887,-0.00211975077865485,-0.00249276145653022,-0.00386558819164731,-0.00450618722725588,-0.00491119293107688,NA,NA,NA,NA,NA
"332",0.00218225462058307,0.00264355493920207,0.00176637075037454,0.000294762676666023,-0.000929665817499459,-0.00214325318226725,-0.00252207506495745,-0.00390352964366967,-0.00454865469698025,-0.00495223095577329,NA,NA,NA,NA,NA
"333",0.00217521896830851,0.00263516663083575,0.00175586161588292,0.000283825602460829,-0.000950054696016041,-0.00216662521655865,-0.00255140735804886,-0.0039413244925406,-0.00459116684922468,-0.00499333933782516,NA,NA,NA,NA,NA
"334",0.00216819660708736,0.00262666987930919,0.00174539295945896,0.000272982499551608,-0.000970353099161216,-0.00218986629517485,-0.00258075867873036,-0.00397896858951253,-0.00463372351114706,-0.00503452024059008,NA,NA,NA,NA,NA
"335",0.00216118590193259,0.00261806482362996,0.0017349642833734,0.000262232413784424,-0.000990560966091172,-0.00221297607585335,-0.00261012869287031,-0.00401645616853542,-0.00467632424520479,-0.00507577549306043,NA,NA,NA,NA,NA
"336",0.00215418517173776,0.00260935201504059,0.00172457514038391,0.000251574565507991,-0.00101067769376586,-0.00223595370225493,-0.00263951709226429,-0.00405378168021658,-0.00471896904892328,-0.00511710719851586,NA,NA,NA,NA,NA
"337",0.00214719313353432,0.00260053168617227,0.00171422487839884,0.000241007520126516,-0.0010307032086372,-0.00225879901025162,-0.00266892431210947,-0.00409094091847438,-0.00476165767915692,-0.00515851664050812,NA,NA,NA,NA,NA
"338",0.00214020803811754,0.00259160397889735,0.00170391290536822,0.000230530550314969,-0.00105063655009118,-0.00228151110289571,-0.00269834975284287,-0.00412792779165789,-0.00480438872713438,-0.00520000596852357,NA,NA,NA,NA,NA
"339",0.00213322839128822,0.00258256933690792,0.00169363885030963,0.000220142375294246,-0.00107047779413551,-0.00230408972728223,-0.00272779308672233,-0.00416473723701874,-0.00484716270913291,-0.00524157658528727,NA,NA,NA,NA,NA
"340",0.00212625261466767,0.00257342797973436,0.00168340200170545,0.000209841958449853,-0.00109022610528512,-0.002326534601263,-0.00275725444530634,-0.00420136350070955,-0.004889978447007,-0.00528323095453304,NA,NA,NA,NA,NA
"341",0.00211927912170833,0.00256418054079709,0.0016732018555356,0.000199628337868383,-0.00110988154086934,-0.00234884449146085,-0.00278673379714965,-0.00423780170329502,-0.00493283513049076,-0.00532497034533479,NA,NA,NA,NA,NA
"342",0.0021123063819909,0.00255482722158108,0.00166303792610529,0.000189500549912645,-0.00112944338751193,-0.00237101961309218,-0.00281623074254604,-0.00427404636228041,-0.00497573269283986,NA,NA,NA,NA,NA,NA
"343",0.0021053331939564,0.00254536837154769,0.00165290963950669,0.000179457106532747,-0.00114891126093667,-0.00239305909430603,-0.00284574492688673,-0.00431009141953015,-0.00501867047259604,NA,NA,NA,NA,NA,NA
"344",0.00209835800235016,0.00253580447082587,0.00164281660731531,0.000169497484875986,-0.00116828518203007,-0.0024149627986421,-0.00287527620700025,-0.00434593174154789,-0.00506164683782087,NA,NA,NA,NA,NA,NA
"345",0.00209137895317732,0.00252613609006149,0.0016327580102614,0.000159620432034581,-0.00118756418003977,-0.00243673024413139,-0.00290482407981983,-0.00438156150431417,-0.00510466192830436,NA,NA,NA,NA,NA,NA
"346",0.00208439529635733,0.00251636337450073,0.00162273367654347,0.000149824415848001,-0.0012067483207752,-0.00245836083000345,-0.00293438839491585,-0.00441697534771493,-0.00514771438911075,NA,NA,NA,NA,NA,NA
"347",0.00207740478779056,0.00250648712884954,0.0016127427847627,0.000140108969389455,-0.00122583724242806,-0.00247985433415763,-0.00296396917713275,-0.00445216746799526,-0.00519080336471462,NA,NA,NA,NA,NA,NA
"348",0.0020704068363251,0.0024965077214107,0.00160278485859065,0.00013047284021573,-0.00124483020761468,-0.00250121026012796,-0.00299356590572815,-0.0044871322836875,-0.00523392747567925,NA,NA,NA,NA,NA,NA
"349",0.00206339953645577,0.00248642560765241,0.00159285961079679,0.000120914857347532,-0.00126372738895094,-0.00252242824321263,-0.00302317799908491,-0.00452186375791759,NA,NA,NA,NA,NA,NA,NA
"350",0.00205638174160703,0.00247624144647852,0.00158296623116849,0.000111434117831522,-0.00128252794301225,-0.00254350784244783,-0.00305280509797874,-0.00455635648556196,NA,NA,NA,NA,NA,NA,NA
"351",0.00204935190191881,0.00246595562000593,0.00157310433619218,0.000102029124170269,-0.00130123206021683,-0.00256444875912358,-0.00308244741550763,-0.00459060423140057,NA,NA,NA,NA,NA,NA,NA
"352",0.0020423089313047,0.00245556885461431,0.00156327341626822,9.26994555518712e-05,-0.00131983908873863,-0.00258525068290938,-0.0031121038213509,-0.00462460145757836,NA,NA,NA,NA,NA,NA,NA
"353",0.00203525119653221,0.00244508173306977,0.00155347290277378,8.34434832038397e-05,-0.00133834895909172,-0.00260591358516137,-0.00314177428702987,-0.00465834268794038,NA,NA,NA,NA,NA,NA,NA
"354",0.00202817779027379,0.00243449465235351,0.00154370254284199,7.42604614371048e-05,-0.001356760848202,-0.00262643667586024,-0.00317145840270443,-0.00469182125454789,NA,NA,NA,NA,NA,NA,NA
"355",0.00202108704926558,0.00242380846488534,0.0015339614310184,6.51490158568587e-05,-0.00137507495870313,-0.00264682000399286,-0.00320115561794887,-0.00472503131623402,NA,NA,NA,NA,NA,NA,NA
"356",0.00201397790912802,0.00241302365001458,0.00152424939732202,5.61083351217664e-05,-0.00139329089529749,-0.00266706312473979,-0.00323086526004662,-0.00475796745529551,NA,NA,NA,NA,NA,NA,NA
"357",0.0020068490941765,0.00240214080686436,0.00151456575705994,4.7137167329312e-05,-0.00141140819059479,-0.00268716575160665,-0.00326058742526494,-0.00479062337329103,NA,NA,NA,NA,NA,NA,NA
"358",0.00199969929419585,0.00239116090357771,0.00150491001569129,3.82347157925423e-05,-0.00142942707270671,-0.00270712803878387,-0.00329032117939494,-0.00482299260035299,NA,NA,NA,NA,NA,NA,NA
"359",0.00199252747829273,0.0023800843035218,0.00149528171561432,2.93996965341673e-05,-0.00144734682173045,-0.00272694931062455,-0.00332006621741616,-0.00485507004210329,NA,NA,NA,NA,NA,NA,NA
"360",0.00198533211932002,0.00236891183294049,0.00148568036718874,2.06308034400318e-05,-0.0014651673926942,-0.00274662941483199,-0.00334982177396207,-0.00488684878729954,NA,NA,NA,NA,NA,NA,NA
"361",0.00197811227875245,0.00235764425920159,0.0014761055686964,1.19275896191722e-05,-0.00148288852754693,-0.00276616854240921,-0.00337958782581918,-0.00491832275079339,NA,NA,NA,NA,NA,NA,NA
"362",0.00197086670360417,0.00234628212216685,0.00146655661632599,3.28846516236239e-06,-0.00150050974760893,-0.00278556603442926,-0.0034093632251298,-0.00494948625120734,NA,NA,NA,NA,NA,NA,NA
"363",0.00196359441141229,0.00233482623838414,0.00145703319414616,-5.28750814533572e-06,-0.00151803137472351,-0.00280482218361219,-0.00343914756673047,-0.00498033298120777,NA,NA,NA,NA,NA,NA,NA
"364",0.0019562938890653,0.00232327744627953,0.00144753473679637,-1.38013007082727e-05,-0.00153545269154563,-0.00282393641961937,-0.00346894063404684,-0.00501085652218292,NA,NA,NA,NA,NA,NA,NA
"365",0.00194896442312429,0.00231163644492162,0.0014380608437638,-2.22540813641682e-05,-0.00155277365649889,-0.00284290887124389,-0.00349874133887916,-0.00504105125166514,NA,NA,NA,NA,NA,NA,NA
"366",0.00194160478237599,0.0022999037950553,0.00142861092459375,-3.06467930159232e-05,-0.00156999422171537,-0.00286173973369483,-0.00352854920332442,-0.0050709103645301,NA,NA,NA,NA,NA,NA,NA
"367",0.00193421375249348,0.00228808069387103,0.00141918452192289,-3.89804880053263e-05,-0.00158711412041153,-0.00288042826353854,-0.00355836416000069,-0.00510042730836198,NA,NA,NA,NA,NA,NA,NA
"368",0.00192679041162321,0.00227616782589743,0.00140978127457345,-4.72563973934358e-05,-0.00160413325885809,-0.00289897499007991,-0.00358818464879258,-0.00512959672756385,NA,NA,NA,NA,NA,NA,NA
"369",0.00191933353339561,0.0022641657162849,0.00140040066232861,-5.54753987911761e-05,-0.00162105133639361,-0.00291737944258934,-0.00361801072671334,-0.00515841165948469,NA,NA,NA,NA,NA,NA,NA
"370",0.00191184230878422,0.00225207560396562,0.00139104203371743,-6.36384860879804e-05,-0.00163786822238611,-0.0029356419681879,-0.00364784156224057,-0.00518686615987389,NA,NA,NA,NA,NA,NA,NA
"371",0.00190431575022093,0.002239898022054,0.00138170513842375,-7.17469898372478e-05,-0.00165458404501973,-0.00295376227552924,-0.00367767612583869,-0.00521495394340585,NA,NA,NA,NA,NA,NA,NA
"372",0.00189675258492382,0.00222763391056939,0.00137238943539452,-7.9801534839287e-05,-0.00167119854042762,-0.00297174070495519,-0.00370751409644504,NA,NA,NA,NA,NA,NA,NA,NA
"373",0.00188915211372028,0.00221528415057023,0.00136309443535014,-8.78035592878274e-05,-0.00168771151978918,-0.00298957695484576,-0.00373735447138038,NA,NA,NA,NA,NA,NA,NA,NA
"374",0.00188151314710633,0.00220284970763592,0.00135381975114812,-9.57538290024752e-05,-0.00170412290915825,-0.00300727123817218,-0.00376719689391519,NA,NA,NA,NA,NA,NA,NA,NA
"375",0.00187383522238857,0.00219033117847129,0.00134456482982266,-0.000103653478462541,-0.00172043274162814,-0.00302482326446653,-0.00379704030663117,NA,NA,NA,NA,NA,NA,NA,NA
"376",0.00186611671532131,0.0021777297313943,0.00133532923291449,-0.000111503516866222,-0.00173664105382083,-0.00304223367565832,-0.00382688419674065,NA,NA,NA,NA,NA,NA,NA,NA
"377",0.00185835700458078,0.00216504628906343,0.00132611251669642,-0.0001193048916761,-0.00175274722099663,-0.00305950224515899,-0.00385672769707796,NA,NA,NA,NA,NA,NA,NA,NA
"378",0.00185055533022855,0.00215228158703565,0.00131691416071323,-0.000127058667702711,-0.00176875196795998,-0.00307662951029824,-0.00388656965048897,NA,NA,NA,NA,NA,NA,NA,NA
"379",0.00184271073033664,0.00213943659667613,0.00130773388891842,-0.00013476578146171,-0.001784654698721,-0.003093614957511,-0.00391640990897934,NA,NA,NA,NA,NA,NA,NA,NA
"380",0.00183482242363495,0.00212651226791389,0.0012985711573079,-0.000142427317373957,-0.00180045575557193,-0.00311045944186643,-0.00394624727983685,NA,NA,NA,NA,NA,NA,NA,NA
"381",0.0018268892920765,0.00211350964215226,0.00128942543626863,-0.000150044341870474,-0.00181615482953256,-0.0031271624026829,-0.0039760813317123,NA,NA,NA,NA,NA,NA,NA,NA
"382",0.00181891092878345,0.00210042971726497,0.00128029632426459,-0.00015761759491257,-0.00183175196376328,-0.00314372481045188,-0.00400591075296748,NA,NA,NA,NA,NA,NA,NA,NA
"383",0.00181088630262407,0.00208727303142252,0.00127118344621241,-0.000165148315367252,-0.0018472477294518,-0.0031601463161986,-0.0040357346565423,NA,NA,NA,NA,NA,NA,NA,NA
"384",0.001802814606736,0.00207404085070356,0.00126208637397677,-0.000172637268269108,-0.00186264117419902,-0.00317642743946292,-0.00406555260027875,NA,NA,NA,NA,NA,NA,NA,NA
"385",0.00179469512387427,0.00206073438373659,0.00125300455630383,-0.000180085637658384,-0.00187793328306649,-0.00319256868591717,-0.00409536395112664,NA,NA,NA,NA,NA,NA,NA,NA
"386",0.00178652708960751,0.0020473542718194,0.00124393761115073,-0.000187494175850319,-0.0018931235573087,-0.00320856996191332,-0.00412516696976517,NA,NA,NA,NA,NA,NA,NA,NA
"387",0.00177830968633286,0.00203390159960226,0.00123488511874831,-0.000194863941172474,-0.00190821222425085,-0.00322443162462816,-0.00415496119105994,NA,NA,NA,NA,NA,NA,NA,NA
"388",0.00177004251582166,0.00202037740793877,0.00122584674210968,-0.000202195872292979,-0.00192319951515835,-0.00324015412050762,-0.0041847458528509,NA,NA,NA,NA,NA,NA,NA,NA
"389",0.00176172442604432,0.00200678262433932,0.00121682181717893,-0.000209491015709983,-0.00193808537938682,-0.00325573805227783,-0.00421451983019741,NA,NA,NA,NA,NA,NA,NA,NA
"390",0.00175335517838123,0.00199311846675278,0.00120781011555604,-0.000216750189493808,-0.00195286988547831,-0.0032711831683357,-0.00424428261083838,NA,NA,NA,NA,NA,NA,NA,NA
"391",0.00174493372395268,0.00197938554258596,0.00119881101058439,-0.000223974229812668,-0.00196755331378307,-0.00328649047799606,-0.00427403282448114,NA,NA,NA,NA,NA,NA,NA,NA
"392",0.00173645961406468,0.00196558534839637,0.00118982431559173,-0.000231164384022882,-0.00198213577936025,-0.00330165981383525,-0.00430376951301061,NA,NA,NA,NA,NA,NA,NA,NA
"393",0.00172793233733878,0.00195171862058258,0.0011808495647742,-0.000238321259471534,-0.00199661730423281,-0.00331669236551621,-0.00433349173560544,NA,NA,NA,NA,NA,NA,NA,NA
"394",0.00171935098655964,0.0019377865749514,0.00117188619276842,-0.000245445850827584,-0.00201099812985071,-0.00333158774657527,-0.00436319905332599,NA,NA,NA,NA,NA,NA,NA,NA
"395",0.00171071517802345,0.00192379014882149,0.00116293390052736,-0.000252539167408078,-0.00202527858251263,-0.00334634737940905,-0.00439288964883127,NA,NA,NA,NA,NA,NA,NA,NA
"396",0.00170202427829537,0.00190973039572287,0.00115399237491304,-0.00025960185620456,-0.00203945854390792,-0.00336097086786546,-0.00442256309912768,NA,NA,NA,NA,NA,NA,NA,NA
"397",0.00169327770168232,0.0018956082574451,0.00114506099240961,-0.000266635047467698,-0.00205353852563157,-0.00337545941833207,-0.00445221847947462,NA,NA,NA,NA,NA,NA,NA,NA
"398",0.00168447487985762,0.00188142513509218,0.00113613953977845,-0.000273639544458167,-0.00206751856761937,-0.00338981316777742,-0.00448185422000268,NA,NA,NA,NA,NA,NA,NA,NA
"399",0.00167561544175923,0.00186718185916719,0.00112722733674181,-0.000280616042093189,-0.00208139901790298,-0.0034040329700534,-0.00451146978862704,NA,NA,NA,NA,NA,NA,NA,NA
"400",0.00166669885991715,0.00185287935887498,0.00111832428899822,-0.000287565782842688,-0.00209518014217065,-0.00341811935807185,-0.00454106419837581,NA,NA,NA,NA,NA,NA,NA,NA
"401",0.00165772433500404,0.00183851895105121,0.00110942983575273,-0.000294489330701606,-0.00210886209135225,-0.00343207265821328,-0.0045706360894153,NA,NA,NA,NA,NA,NA,NA,NA
"402",0.00164869184138639,0.00182410156585057,0.00110054360350461,-0.000301387557265323,-0.00212244534402164,-0.00344589384849309,-0.00460018445208374,NA,NA,NA,NA,NA,NA,NA,NA
"403",0.00163960062938557,0.00180962834785853,0.00109166522318679,-0.00030826131318526,-0.00213593000352142,-0.00345958362521941,-0.00462970859154598,NA,NA,NA,NA,NA,NA,NA,NA
"404",0.00163045024691965,0.00179510038154898,0.00108279429016972,-0.000315111466818762,-0.00214931644937308,-0.00347314239739853,-0.00465920680577247,NA,NA,NA,NA,NA,NA,NA,NA
"405",0.00162124059084444,0.00178051883031277,0.00107393031939802,-0.000321938770891177,-0.00216260496197089,-0.00348657065173491,-0.00468867855633873,NA,NA,NA,NA,NA,NA,NA,NA
"406",0.00161197083814067,0.00176588457386909,0.00106507322553895,-0.000328744151245952,-0.00217579603387913,-0.00349986999011421,-0.0047181224215422,NA,NA,NA,NA,NA,NA,NA,NA
"407",0.00160264094880093,0.00175119892741891,0.00105622221360562,-0.000335528318951223,-0.00218888980630673,-0.00351304054586671,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",0.00159325018234327,0.00173646273050895,0.00104737714665262,-0.000342292109639625,-0.00220188686475621,-0.00352608328982267,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",0.00158379861862095,0.0017216772435836,0.00103853763969831,-0.000349036139014689,-0.00221478730793501,-0.00353899878447572,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",0.00157428552323558,0.00170684358722992,0.00102970318867266,-0.000355761369057387,-0.00222759181521927,-0.00355178801494826,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",0.00156471097101087,0.00169196275045697,0.00102087361186964,-0.000362468526781537,-0.00224030070336237,-0.0035644519966789,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",0.00155507438019005,0.00167703590552576,0.00101204837916079,-0.000369158243708556,-0.00225291446804842,-0.0035769913229107,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",0.00154537546373417,0.00166206420632487,0.00100322720640713,-0.000375831365181589,-0.00226543339274824,-0.00358940711691245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",0.00153561408456942,0.00164704865832627,0.000994409722894036,-0.00038248885264871,-0.00227785804024543,-0.00360169998075802,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",0.00152579000545602,0.00163199029362864,0.000985595500356703,-0.000389130988833451,-0.00229018877060504,-0.00361387117887693,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",0.00151590284478192,0.00161689033599856,0.000976784192060302,-0.000395758576644673,-0.00230242604425884,-0.00362592173213409,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",0.00150595240272191,0.00160174983489642,0.000967975419288658,-0.000402372595043066,-0.00231457068007363,-0.00363785206309408,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",0.00149593869146602,0.00158656995965729,0.000959168932611821,-0.000408973499143462,-0.00232662271882845,-0.00364966364752289,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",0.00148586128779372,0.00157135185562988,0.000950364231815861,-0.000415562072040519,-0.00233858321780019,-0.00366135777263745,NA,NA,NA,NA,NA,NA,NA,NA,NA
